ANIO,PERIODO,PROVEEDOR,RUC,MONTO_PENALIDAD,MONTO_TOTAL_CONTRATO,ARCHIVO
2023,MES 06,EMPRESA DE TURISMO MAVI SAC,20508027100,1530.9525,123799.04,PA_Junio2023.xls
2023,MES 06,TRANSPORTES FELIPE J HUANCA ALVITEZ EIRL,20298258821,500.0,3750740.0,PA_Junio2023.xls
2023,MES 06,TRANSPORTES FELIPE J HUANCA ALVITEZ EIRL,20298258821,200.0,3750740.0,PA_Junio2023.xls
2023,MES 06,CONSORCIO MORGAN DEL ORIENTE SAC- ARSENAL SECURITY SAC,20605762388,46500.0,77183036.71,PA_Junio2023.xls
2023,MES 07,INETUM ESPAÑA SA - SUCURSAL EN PERU,20601365007,4172.72,983213.25,PA_Julio2023.xls
2023,MES 07,IMAGINARIUM SOLUCIONES EMPRESARIALES SAC,20604319715,71000.0,1650000.0,PA_Julio2023.xls
2023,MES 07,GRUPO DE INVERSIONES TECNOLOGICAS SAC,20602260861,6.78,1500.0,PA_Julio2023.xls
2023,MES 07,NEXTNET SAC,20546904106,65.21,90720.0,PA_Julio2023.xls
2023,MES 07,ITSTK PERU SAC,20554345493,179.94,47235.33,PA_Julio2023.xls
2023,MES 07,AI INVERSIONES PALO ALTO II SAC,20602131549,335.9,1078411.6,PA_Julio2023.xls
2023,MES 07,TELEFONICA DEL PERU SAA,20100017491,57113.47,22818380.8,PA_Julio2023.xls
2023,MES 07,TELEFONICA DEL PERU SAA,20100017491,35359.88,22818380.8,PA_Julio2023.xls
2023,MES 07,CONSORCIO MORGAN DEL ORIENTE SAC- ARSENAL SECURITY SAC,20605762388,5550.0,77183036.71,PA_Julio2023.xls
2023,MES 07,LA INVERSIONES SAC,20504398871,990.0,973090.0,PA_Julio2023.xls
2023,MES 07,AI INVERSIONES PALO ALTO II SAC,20602131549,3970.05,974650.31,PA_Julio2023.xls
2023,MES 07,AI INVERSIONES PALO ALTO II SAC,20602131549,18609.02,191390.08,PA_Julio2023.xls
2023,MES 07,RICOH DEL PERU SAC,20515319574,136.62,111553.9,PA_Julio2023.xls
2023,MES 07,TELEFONICA DEL PERU SAA,20100017491,50559.06,22818380.8,PA_Julio2023.xls
2023,MES 07,TELEFONICA DEL PERU SAA,20100017491,6709.08,22818380.8,PA_Julio2023.xls
2023,MES 08,TELEFONICA DEL PERU SAA,20100017491,9044.62,22818380.8,PA_Agosto2023.xls
2023,MES 08,CONSORCIO SISTEMAS FONAFE V,20609783533,2308.11,714941.0,PA_Agosto2023.xls
2023,MES 08,SUNIX TECH SAC,20602119557,0.73,3540.0,PA_Agosto2023.xls
2023,MES 08,CONSORCIO MORGAN DEL ORIENTE SAC- ARSENAL SECURITY SAC,20605762388,4450.0,77183036.71,PA_Agosto2023.xls
2023,MES 08,WILBER ANDRES AYALA AMESQUITA,10086478981,30.7,29900.0,PA_Agosto2023.xls
2023,MES 08,CLINICA DE LIMA SAC,20601464391,266.66,90000.0,PA_Agosto2023.xls
2023,MES 09,INETUM ESPAÑA SA - SUCURSAL EN PERU,20601365007,4172.72,983213.25,PA_Setiembre2023.xls
2023,MES 09,IMAGINARIUM SOLUCIONES EMPRESARIALES SAC,20604319715,71000.0,1650000.0,PA_Setiembre2023.xls
2023,MES 09,GRUPO DE INVERSIONES TECNOLOGICAS SAC,20602260861,6.78,1500.0,PA_Setiembre2023.xls
2023,MES 09,NEXTNET SAC,20546904106,65.21,90720.0,PA_Setiembre2023.xls
2023,MES 09,ITSTK PERU SAC,20554345493,179.94,47235.33,PA_Setiembre2023.xls
2023,MES 09,AI INVERSIONES PALO ALTO II SAC,20602131549,335.9,1078411.6,PA_Setiembre2023.xls
2023,MES 09,TELEFONICA DEL PERU SAA,20100017491,57113.47,22818380.8,PA_Setiembre2023.xls
2023,MES 09,TELEFONICA DEL PERU SAA,20100017491,35359.88,22818380.8,PA_Setiembre2023.xls
2023,MES 09,CONSORCIO MORGAN DEL ORIENTE SAC- ARSENAL SECURITY SAC,20605762388,5550.0,77183036.71,PA_Setiembre2023.xls
2023,MES 09,LA INVERSIONES SAC,20504398871,990.0,973090.0,PA_Setiembre2023.xls
2023,MES 09,AI INVERSIONES PALO ALTO II SAC,20602131549,3970.05,974650.31,PA_Setiembre2023.xls
2023,MES 09,AI INVERSIONES PALO ALTO II SAC,20602131549,18609.02,191390.08,PA_Setiembre2023.xls
2023,MES 09,RICOH DEL PERU SAC,20515319574,136.62,111553.9,PA_Setiembre2023.xls
2023,MES 09,TELEFONICA DEL PERU SAA,20100017491,50559.06,22818380.8,PA_Setiembre2023.xls
2023,MES 09,TELEFONICA DEL PERU SAA,20100017491,6709.08,22818380.8,PA_Setiembre2023.xls
2023,MES 09,TELEFONICA DEL PERU SAA,20100017491,9044.62,22818380.8,PA_Setiembre2023.xls
2023,MES 09,CONSORCIO SISTEMAS FONAFE V,20609783533,2308.11,714941.0,PA_Setiembre2023.xls
2023,MES 09,SUNIX TECH SAC,20602119557,0.73,3540.0,PA_Setiembre2023.xls
2023,MES 09,CONSORCIO MORGAN DEL ORIENTE SAC- ARSENAL SECURITY SAC,20605762388,4450.0,77183036.71,PA_Setiembre2023.xls
2023,MES 09,WILBER ANDRES AYALA AMESQUITA,10086478981,30.7,29900.0,PA_Setiembre2023.xls
2023,MES 09,CLINICA DE LIMA SAC,20601464391,266.66,90000.0,PA_Setiembre2023.xls
2023,MES 09,LA INVERSIONES SAC,20504398871,247.5,973090.0,PA_Setiembre2023.xls
2023,MES 09,TRANSPORTES FELIPE J HUANCA ALVITEZ EIRL,20298258821,200.0,3750740.0,PA_Setiembre2023.xls
2023,MES 09,AI INVERSIONES PALO ALTO II SAC,20602131549,167.95,1078411.6,PA_Setiembre2023.xls
2023,MES 09,CONSORCIO MORGAN DEL ORIENTE SAC- ARSENAL SECURITY SAC,20605762388,6400.0,77183036.71,PA_Setiembre2023.xls
2023,MES 09,TECNOLOGIAS ECOLOGICAS PRISMA SAC,20502221796,1920.0,240240.0,PA_Setiembre2023.xls
2023,MES 09,TELEFONICA DEL PERU SAA,20100017491,134919.39,22818380.8,PA_Setiembre2023.xls
2023,MES 10,INETUM ESPAÑA SA - SUCURSAL EN PERU,20601365007,44.55,0.0,PA_Octubre2023.xls
2023,MES 10,INETUM ESPAÑA SA - SUCURSAL EN PERU,20601365007,569.0,0.0,PA_Octubre2023.xls
2023,MES 11,INETUM ESPAÑA SA - SUCURSAL EN PERU,20601365007,44.55,77517.0,PA_Noviembre2023.xls
2023,MES 11,INETUM ESPAÑA SA - SUCURSAL EN PERU,20601365007,569.0,983213.25,PA_Noviembre2023.xls
2023,MES 11,CLINICA DE LIMA SAC,20601464391,1841.1,280000.0,PA_Noviembre2023.xls
2023,MES 11,CONSORCIO E2 TEAM ASOCIADOS,20602527736,2376.0,1779787.0,PA_Noviembre2023.xls
2023,MES 11,GECI ESPAÑOLA SA,99000023716,172600.24,1726002.35,PA_Noviembre2023.xls
2023,MES 11,GLOBAL BRANDS REPRESENTACIONES EIRL,20603550201,9200.7,92006.96,PA_Noviembre2023.xls
2023,MES 12,INETUM ESPAÑA SA - SUCURSAL EN PERU,20601365007,44.55,77517.0,PA_Diciembre2023.xls
2023,MES 12,INETUM ESPAÑA SA - SUCURSAL EN PERU,20601365007,569.0,983213.25,PA_Diciembre2023.xls
2023,MES 12,CLINICA DE LIMA SAC,20601464391,1841.1,280000.0,PA_Diciembre2023.xls
2023,MES 12,CONSORCIO E2 TEAM ASOCIADOS,20602527736,2376.0,1779787.0,PA_Diciembre2023.xls
2023,MES 12,GECI ESPAÑOLA SA,99000023716,172600.24,1726002.35,PA_Diciembre2023.xls
2023,MES 12,GLOBAL BRANDS REPRESENTACIONES EIRL,20603550201,9200.7,92006.96,PA_Diciembre2023.xls
2024,MES 01,TRANSPORTES FELIPE J HUANCA ALVITEZ EIRL,20298258821,900.0,2726550.0,PA_Enero2024.xls
2024,MES 01,PRAXIS CORPREM SAC,20600545168,450.0,3266990.0,PA_Enero2024.xls
2024,MES 01,INK AND PAPER EIRL,20606149787,80.0,800.0,PA_Enero2024.xls
2024,MES 01,COMSA INDUSTRIAL PERU SAC,20548794316,139247.28,1392472.78,PA_Enero2024.xls
2024,MES 01,FIORELLA ELIZABETH MACHARE TAVARA,10430986924,9900.0,198420.0,PA_Enero2024.xls
2024,MES 02,CONSORCIO SISTEMAS FONAFE V,20609783533,10478.462,2716775.8,PA_Febrero2024.xls
2024,MES 02,AMEZAGA ARELLANO SAC INGENIEROS,20131308095,8550.0,51300.0,PA_Febrero2024.xls
2024,MES 02,AMEZAGA ARELLANO SAC INGENIEROS,20131308095,8550.0,51300.0,PA_Febrero2024.xls
2024,MES 02,AMEZAGA ARELLANO SAC INGENIEROS,20131308095,8550.0,51300.0,PA_Febrero2024.xls
2024,MES 02,AMEZAGA ARELLANO SAC INGENIEROS,20131308095,8550.0,51300.0,PA_Febrero2024.xls
2024,MES 02,AMEZAGA ARELLANO SAC INGENIEROS,20131308095,8550.0,51300.0,PA_Febrero2024.xls
2024,MES 02,AMEZAGA ARELLANO SAC INGENIEROS,20131308095,950.0,5700.0,PA_Febrero2024.xls
2024,MES 02,TELEFONICA DEL PERU SAA,20100017491,177264.6,6821513.6,PA_Febrero2024.xls
2024,MES 02,TRANSPORTES FELIPE J HUANCA ALVITEZ EIRL,20298258821,1200.0,2726550.0,PA_Febrero2024.xls
2024,MES 02,CLINICA DE LIMA SAC,20601464391,613.68,280000.0,PA_Febrero2024.xls
2024,MES 02,AI INVERSIONES PALO ALTO II SAC,20602131549,1909.04,1078411.6,PA_Febrero2024.xls
2024,MES 02,CONSORCIO MORGAN DEL ORIENTE SAC- ARSENAL SECURITY SAC,20605762388,15200.0,3121433.18,PA_Febrero2024.xls
2024,MES 04,AI INVERSIONES PALO ALTO II SAC,20602131549,335.9,1078411.6,PA_Abril2024.xls
2024,MES 04,CONSORCIO E2 TEAM & ASOCIADOS,20602527736,1100.0,46949301.45,PA_Abril2024.xls
2024,MES 04,PROTEGE SERVICIOS SA,20600182197,600.0,107679422.2,PA_Abril2024.xls
2024,MES 04,PROTEGE SERVICIOS SA,20600182197,1100.0,107679422.2,PA_Abril2024.xls
2024,MES 04,KYNDRYL PERU SAC,20607883921,4812.72,5204380.04,PA_Abril2024.xls
2024,MES 04,NEXTNET SAC,20546904106,104.77,103936.0,PA_Abril2024.xls
2024,MES 04,TRANSPORTES FELIPE J HUANCA ALVITES SRL,20298258821,8100.0,1919900.0,PA_Abril2024.xls
2024,MES 05,TRANSPORTES FELIPE J HUANCA ALVITEZ EIRL,20298258821,1200.0,335800.0,PA_Mayo2024.xls
2024,MES 05,PROTEGE SERVICIOS SA,20600182197,1200.0,60730120.75,PA_Mayo2024.xls
2024,MES 05,CONSORCIO SISTEMAS FONAFE V,20609783533,1455.95,2148259.0,PA_Mayo2024.xls
2024,MES 05,AI INVERSIONES PALO ALTO II SAC,20602131549,538.0,1078411.6,PA_Mayo2024.xls
2024,MES 05,KYNDRYL PERU SAC,20607883921,2491.12,5204380.04,PA_Mayo2024.xls
2024,MES 05,TECNOLOGIAS ECOLOGICAS PRISMA SAC,20502221796,2400.0,240240.0,PA_Mayo2024.xls
2024,MES 06,AI INVERSIONES PALO ALTO II SAC,20602131549,335.9,1158865.6,PA_Junio2024.xls
2024,MES 06,CONSORCIO E2 TEAM & ASOCIADOS,20602527736,4635.0,1779787.0,PA_Junio2024.xls
2024,MES 06,PROTEGE SERVICIOS SA,20600182197,600.0,107679422.2,PA_Junio2024.xls
2024,MES 06,PROTEGE SERVICIOS SA,20600182197,1100.0,107679422.2,PA_Junio2024.xls
2024,MES 06,KYNDRYL PERU SAC,20607883921,4812.72,5251280.15,PA_Junio2024.xls
2024,MES 06,NEXTNET SAC,20546904106,104.77,103936.0,PA_Junio2024.xls
2024,MES 06,TRANSPORTES FELIPE J HUANCA ALVITES SRL,20298258821,8100.0,1919900.0,PA_Junio2024.xls
2024,MES 06,TRANSPORTES FELIPE J HUANCA ALVITEZ EIRL,20298258821,1200.0,3750740.0,PA_Junio2024.xls
2024,MES 06,PROTEGE SERVICIOS SA,20600182197,1200.0,107679422.2,PA_Junio2024.xls
2024,MES 06,CONSORCIO SISTEMAS FONAFE V,20609783533,1455.95,2148259.0,PA_Junio2024.xls
2024,MES 06,AI INVERSIONES PALO ALTO II SAC,20602131549,538.6,1158865.6,PA_Junio2024.xls
2024,MES 06,KYNDRYL PERU SAC,20607883921,2491.12,5251280.15,PA_Junio2024.xls
2024,MES 06,TECNOLOGIAS ECOLOGICAS PRISMA SAC,20502221796,2400.0,240240.0,PA_Junio2024.xls
2024,MES 06,TRANSPORTES FELIPE J HUANCA ALVITEZ EIRL,20298258821,200.0,2726550.0,PA_Junio2024.xls
2024,MES 06,TRANSPORTES FELIPE J HUANCA ALVITEZ EIRL,20298258821,300.0,3750740.0,PA_Junio2024.xls
2024,MES 06,WIN EMPRESAS SAC,20552504641,229.19,117310.6,PA_Junio2024.xls
2024,MES 06,WIN EMPRESAS SAC,20552504641,99.15,117310.6,PA_Junio2024.xls
2024,MES 06,WIN EMPRESAS SAC,20552504641,18.55,117310.6,PA_Junio2024.xls
2024,MES 06,PROTEGE SERVICIOS SA,20600182197,100.0,107679422.2,PA_Junio2024.xls
2024,MES 06,PROTEGE SERVICIOS SA,20600182197,700.0,107679422.2,PA_Junio2024.xls
2024,MES 06,TECNOLOGIAS ECOLOGICAS PRISMA SAC,20502221796,2400.0,240240.0,PA_Junio2024.xls
2024,MES 06,TELEFONICA DEL PERU SAA,20100017491,92999.56,6821513.61,PA_Junio2024.xls
2024,MES 07,TRANSPORTES FELIPE J HUANCA ALVITEZ EIRL,20298258821,1200.0,3750740.0,PA_Julio2024.xls
2024,MES 07,PROTEGE SERVICIOS SA,20600182197,400.0,60730120.75,PA_Julio2024.xls
2024,MES 07,TRANSPORTES FELIPE J HUANCA ALVITEZ EIRL,20298258821,500.0,2726550.0,PA_Julio2024.xls
2024,MES 07,AQUASPORT SAC,20292890932,191.67,3000.0,PA_Julio2024.xls
2024,MES 07,E2 TEAM  SERVICIOS SAC,20602527736,425.92,255550.0,PA_Julio2024.xls
2024,MES 07,RENTAEQUIPOS LEASING PERU SA,20509959766,122.72,66552.0,PA_Julio2024.xls
2024,MES 07,AQUASPORT SAC,20292890932,108.33,3000.0,PA_Julio2024.xls
2024,MES 08,TRANSPORTES FELIPE J HUANCA ALVITEZ EIRL,20298258821,2000.0,3750740.0,PA_Agosto2024.xls
2024,MES 08,PROTEGE SERVICIOS SA,20600182197,150.0,107679422.2,PA_Agosto2024.xls
2024,MES 08,TELEFONICA DEL PERU SAA,20100017491,121680.08,6821513.61,PA_Agosto2024.xls
2024,MES 08,TELEFONICA DEL PERU SAA,20100017491,9666.75,6821513.61,PA_Agosto2024.xls
2024,MES 09,TRANSPORTES FELIPE J HUANCA ALVITEZ EIRL,20298258821,1200.0,3750740.0,PA_Setiembre2024.xls
2024,MES 09,PROTEGE SERVICIOS SA,20600182197,400.0,60730120.75,PA_Setiembre2024.xls
2024,MES 09,TRANSPORTES FELIPE J HUANCA ALVITEZ EIRL,20298258821,500.0,2726550.0,PA_Setiembre2024.xls
2024,MES 09,E2 TEAM  SERVICIOS SAC,20602527736,425.92,255550.0,PA_Setiembre2024.xls
2024,MES 09,TRANSPORTES FELIPE J HUANCA ALVITEZ EIRL,20298258821,2000.0,3750740.0,PA_Setiembre2024.xls
2024,MES 09,PROTEGE SERVICIOS SA,20600182197,150.0,107679422.2,PA_Setiembre2024.xls
2024,MES 09,TELEFONICA DEL PERU SAA,20100017491,966.75,6821513.6,PA_Setiembre2024.xls
2024,MES 09,OCUPATIONAL HYGIENE PERU SAC,20600480686,210.0,108000.0,PA_Setiembre2024.xls
2024,MES 09,WIN EMPRESAS SAC,20552504641,18.55,117310.6,PA_Setiembre2024.xls
2024,MES 09,E2 TEAM  SERVICIOS SAC,20602527736,854.8332,255550.0,PA_Setiembre2024.xls
2024,MES 09,OCUPATIONAL HYGIENE PERU SAC,20600480686,210.0,108000.0,PA_Setiembre2024.xls
2024,MES 09,OCUPATIONAL HYGIENE PERU SAC,20600480686,240.0,108000.0,PA_Setiembre2024.xls
2024,MES 09,PROTEGE SERVICIOS SA,20600182197,800.0,107679422.2,PA_Setiembre2024.xls
2024,MES 09,PROTEGE SERVICIOS SA,20600182197,400.0,107679422.2,PA_Setiembre2024.xls
2024,MES 09,SOLSOL SALDAÑA SARA SOFIA,10416891775,4.62,107679422.2,PA_Setiembre2024.xls
2024,MES 09,BELZAR CONSULTORA Y CONSTRUCTORA,20603717351,346.46,37170.0,PA_Setiembre2024.xls
2024,MES 09,PRAXIS CORPREM SAC,20600545168,5600.0,1960000.0,PA_Setiembre2024.xls
2024,MES 09,KYNDRYL PERU SAC,20607883921,20759.33,5204380.04,PA_Setiembre2024.xls
2024,MES 09,AI INVERSIONES PALO ALTO II SAC,20602131549,867.75,1078411.6,PA_Setiembre2024.xls
2024,MES 09,KYNDRYL PERU SAC,20607883921,25292.03,5204380.04,PA_Setiembre2024.xls
2024,MES 11,RCR CONSULTORES SAC,20603448872,5150.0,20235.0,PA_Noviembre2024.xls
2024,MES 11,KYNDRYL PERU SAC,20607883921,830.37,72352.28,PA_Noviembre2024.xls
2024,MES 11,OCUPATIONAL HYGIENE PERU SAC,20600480686,90.0,900.0,PA_Noviembre2024.xls
2024,MES 11,WILBER ANDRÉS AYALA AMESQUITA,10086478981,5.57,39500.0,PA_Noviembre2024.xls
2024,MES 11,PRAXIS CORPREM SAC,20600545168,150.0,138735.21,PA_Noviembre2024.xls
2024,MES 11,OCUPATIONAL HYGIENE PERU SAC,20600480686,30.0,300.0,PA_Noviembre2024.xls
2024,MES 12,RCR CONSULTORES SAC,20603448872,2575.0,0.0,PA_Diciembre2024.xls
2024,MES 12,KYNDRYL PERU SAC,20607883921,18268.21,0.0,PA_Diciembre2024.xls
2024,MES 12,TELEFONICA DEL PERU SAA,20100017491,253013.79,0.0,PA_Diciembre2024.xls
2024,MES 12,TRANSPORTES FELIPE J HUANCA ALVITEZ EIRL,20298258821,1200.0,0.0,PA_Diciembre2024.xls
2024,MES 12,E2 TEAM SERVICIOS SAC,20602527736,1277.75,0.0,PA_Diciembre2024.xls
2024,MES 12,WIN EMPRESAS SAC,20552504641,166.95,11310.6,PA_Diciembre2024.xls
2024,MES 12,KYNDRYL PERU SAC,20607883921,4982.24,0.0,PA_Diciembre2024.xls
2024,MES 12,PRIMETECH SAC,20605611843,654.47,0.0,PA_Diciembre2024.xls
2024,MES 12,PROTEGE SERVICIOS SA,20600182197,100.0,0.0,PA_Diciembre2024.xls
2024,MES 12,PROTEGE SERVICIOS SA,20600182197,650.0,0.0,PA_Diciembre2024.xls
2024,MES 12,SOLSOL SALDAÑA SARA SOFIA,10416891775,11.71,26000.0,PA_Diciembre2024.xls
2024,MES 12,FACTORIA INGENIERIA GYM SAC,20510048769,9975.0,99750.0,PA_Diciembre2024.xls
2024,MES 12,PRAXIS CORPREM SAC,20600545168,30200.0,1960000.0,PA_Diciembre2024.xls
2024,MES 12,TRANSPORTES FELIPE J HUANCA ALVITEZ EIRL,20298258821,600.0,3750740.0,PA_Diciembre2024.xls
2024,MES 12,TRANSPORTES FELIPE J HUANCA ALVITEZ EIRL,20298258821,200.0,2726550.0,PA_Diciembre2024.xls
2024,MES 12,PROTEGE SERVICIOS SA,20600182197,500.0,107679422.2,PA_Diciembre2024.xls
2024,MES 12,COMERCIAL MIGUEA EIRL,20604499217,1741.79,342024.0,PA_Diciembre2024.xls
2024,MES 12,COMERCIAL MIGUEA EIRL,20604499217,1741.79,342024.0,PA_Diciembre2024.xls
2024,MES 12,COMERCIAL MIGUEA EIRL,20604499217,1741.79,342024.0,PA_Diciembre2024.xls
2024,MES 12,COMERCIAL MIGUEA EIRL,20604499217,1741.79,342024.0,PA_Diciembre2024.xls
2024,MES 12,RCR CONSULTORES SAC,20603448872,5150.0,134900.0,PA_Diciembre2024.xls
2024,MES 12,KYNDRYL PERU SAC,20607883921,830.37,0.0,PA_Diciembre2024.xls
2024,MES 12,OCUPATIONAL HYGIENE PERU SAC,20600480686,90.0,108000.0,PA_Diciembre2024.xls
2024,MES 12,WILBER ANDRÉS AYALA AMESQUITA,10086478981,5.57,0.0,PA_Diciembre2024.xls
2024,MES 12,PRAXIS CORPREM SAC,20600545168,150.0,3266990.0,PA_Diciembre2024.xls
2024,MES 12,OCUPATIONAL HYGIENE PERU SAC,20600480686,30.0,108000.0,PA_Diciembre2024.xls
2024,MES 12,AI INVERSIONES PALO ALTO II SAC,20602131549,4030.83,3677240.0,PA_Diciembre2024.xls
2024,MES 12,VIETTEL PERÚ SAC,20543254798,5458.7,0.0,PA_Diciembre2024.xls
2024,MES 12,HERRERA VELASQUEZ YSRAEL ALEJANDRO,10441240525,87.05,0.0,PA_Diciembre2024.xls
2024,MES 12,PRAXIS CORPREM SAC,20600545168,450.0,3266990.0,PA_Diciembre2024.xls
2024,MES 12,KYNDRYL PERU SAC,20607883921,87864.56,0.0,PA_Diciembre2024.xls
2024,MES 12,AI INVERSIONES PALO ALTO II SAC,20602131549,2082.59,3677240.0,PA_Diciembre2024.xls
2024,MES 12,PROTEGE SERVICIOS SA,20600182197,200.0,107679422.2,PA_Diciembre2024.xls
2024,MES 12,VIETTEL PERÚ SAC,20543254798,5929.18,0.0,PA_Diciembre2024.xls
2024,MES 12,ISOTOOLS EXCELLENCE PERU SAC,20556605816,201.44,39500.0,PA_Diciembre2024.xls
2025,MES 01,KYNDRYL PERU SAC,20607883921,10794.85,72352.28,PA_Enero2025.xls
2025,MES 01,TRANSPORTES FELIPE J HUANCA ALVITEZ EIRL,20298258821,3300.0,0.0,PA_Enero2025.xls
2025,MES 02,NEXTNET SAC,20546904106,185.6,0.0,PA_Febrero2025.xls
2025,MES 02,KYNDRYL PERU SAC,20607883921,830.37,0.0,PA_Febrero2025.xls
2025,MES 02,WIN EMPRESAS SAC,20552504641,241.15,11310.6,PA_Febrero2025.xls
2025,MES 02,PROTEGE SERVICIOS SA,20600182197,500.0,0.0,PA_Febrero2025.xls
2025,MES 02,PROTEGE SERVICIOS SA,20600182197,400.0,107679422.2,PA_Febrero2025.xls
2025,MES 03,KYNDRYL PERU SAC,20607883921,10794.85,72352.28,PA_Marzo2025.xls
2025,MES 03,TRANSPORTES FELIPE J HUANCA ALVITEZ EIRL,20298258821,3300.0,0.0,PA_Marzo2025.xls
2025,MES 03,NEXTNET SAC,20546904106,185.6,0.0,PA_Marzo2025.xls
2025,MES 03,KYNDRYL PERU SAC,20607883921,830.37,0.0,PA_Marzo2025.xls
2025,MES 03,WIN EMPRESAS SAC,20552504641,241.15,11310.6,PA_Marzo2025.xls
2025,MES 03,PROTEGE SERVICIOS SA,20600182197,500.0,0.0,PA_Marzo2025.xls
2025,MES 03,PROTEGE SERVICIOS SA,20600182197,400.0,107679422.2,PA_Marzo2025.xls
2025,MES 03,GONZALEZ SANCHEZ SEGUNDO CESAR,10164892366,12151.22,220931.23,PA_Marzo2025.xls
2025,MES 03,PROJECTA CONSULTING,20604195510,20.6,0.0,PA_Marzo2025.xls
2025,MES 03,VIETTEL PERÚ SAC,20543254798,879.67,11688668.58,PA_Marzo2025.xls
2025,MES 04,AI INVERSIONES PALO ALTO II SAC,20602131549,2384.91,3677240.0,PA_Abril2025.xls
2025,MES 04,E2 TEAM & SERVICIOS SAC,20602527736,1425.0,285000.0,PA_Abril2025.xls
2025,MES 04,KYNDRYL PERU SAC,20607883921,7354.73,0.0,PA_Abril2025.xls
2025,MES 04,TRANSPORTES FELIPE J HUANCA ALVITEZ EIRL,20298258821,400.0,1125222.0,PA_Abril2025.xls
2025,MES 04,PROTEGE SERVICIOS SA,20600182197,100.0,107679422.2,PA_Abril2025.xls
2025,MES 04,TECNISAN EIRL,20521906732,613.88,297860.4,PA_Abril2025.xls
2025,MES 04,TRANSPORTES FELIPE J HUANCA ALVITEZ EIRL,298258821,1800.0,1125222.0,PA_Abril2025.xls
2025,MES 05,SOFT & NET SOLUTIONS SAC,20517342891,3800.0,38000.0,PA_Mayo2025.xls
2025,MES 05,VIETTEL PERÚ SAC,20543254798,2693.95,11688668.58,PA_Mayo2025.xls
2025,MES 05,VIETTEL PERÚ SAC,20543254798,4508.23,11688668.58,PA_Mayo2025.xls
2025,MES 05,TRANSPORTES FELIPE J HUANCA ALVITEZ SRL,20298258821,800.0,237250.0,PA_Mayo2025.xls
2025,MES 05,KYNDRYL PERU SAC,20607883921,9928.2,0.0,PA_Mayo2025.xls
2025,MES 05,AI INVERSIONES PALO ALTO II SAC,20602131549,1041.3,3677240.0,PA_Mayo2025.xls
2025,MES 05,OCUPATIONAL HYGIENE PERU SAC,20600480686,75.0,108000.0,PA_Mayo2025.xls
2025,MES 05,TRANSPORTES FELIPE J HUANCA ALVITEZ SRL,20298258821,11400.0,247470.0,PA_Mayo2025.xls
2025,MES 05,PROTEGE SERVICIOS SA,20600182197,200.0,107679422.2,PA_Mayo2025.xls
2025,MES 05,PROTEGE SERVICIOS SA,20600182197,500.0,107679422.2,PA_Mayo2025.xls
2025,MES 05,CONSORCIO SISTEMAS FONAFE V,20609783533,104753.46,98303.2,PA_Mayo2025.xls
2025,MES 05,CONSORCIO SISTEMAS FONAFE V,20609783533,51133.52,98303.2,PA_Mayo2025.xls
2025,MES 06,AI INVERSIONES PALO ALTO II SAC,20602131549,2384.91,3677240.0,PA_Junio2025.xls
2025,MES 06,E2 TEAM & SERVICIOS SAC,20602527736,1425.0,285000.0,PA_Junio2025.xls
2025,MES 06,KYNDRYL PERU SAC,20607883921,7354.73,0.0,PA_Junio2025.xls
2025,MES 06,TRANSPORTES FELIPE J HUANCA ALVITEZ EIRL,20298258821,400.0,1125222.0,PA_Junio2025.xls
2025,MES 06,PROTEGE SERVICIOS SA,20600182197,100.0,107679422.2,PA_Junio2025.xls
2025,MES 06,TECNISAN EIRL,20521906732,613.88,297860.4,PA_Junio2025.xls
2025,MES 06,TRANSPORTES FELIPE J HUANCA ALVITEZ EIRL,298258821,1800.0,1125222.0,PA_Junio2025.xls
2025,MES 06,SOFT & NET SOLUTIONS SAC,20517342891,3800.0,38000.0,PA_Junio2025.xls
2025,MES 06,VIETTEL PERÚ SAC,20543254798,2693.95,11688668.58,PA_Junio2025.xls
2025,MES 06,VIETTEL PERÚ SAC,20543254798,4508.23,11688668.58,PA_Junio2025.xls
2025,MES 06,TRANSPORTES FELIPE J HUANCA ALVITEZ SRL,20298258821,800.0,237250.0,PA_Junio2025.xls
2025,MES 06,KYNDRYL PERU SAC,20607883921,9928.2,0.0,PA_Junio2025.xls
2025,MES 06,AI INVERSIONES PALO ALTO II SAC,20602131549,1041.3,3677240.0,PA_Junio2025.xls
2025,MES 06,OCUPATIONAL HYGIENE PERU SAC,20600480686,75.0,108000.0,PA_Junio2025.xls
2025,MES 06,TRANSPORTES FELIPE J HUANCA ALVITEZ SRL,20298258821,11400.0,247470.0,PA_Junio2025.xls
2025,MES 06,PROTEGE SERVICIOS SA,20600182197,200.0,107679422.2,PA_Junio2025.xls
2025,MES 06,PROTEGE SERVICIOS SA,20600182197,500.0,107679422.2,PA_Junio2025.xls
2025,MES 06,CONSORCIO SISTEMAS FONAFE V,20609783533,104753.46,98303.2,PA_Junio2025.xls
2025,MES 06,CONSORCIO SISTEMAS FONAFE V,20609783533,51133.52,98303.2,PA_Junio2025.xls
2025,MES 06,PROTEGE SERVICIOS SA,20600182197,1400.0,1810907.04,PA_Junio2025.xls
2025,MES 06,OCUPATIONAL HYGIENE PERU SAC,20600480686,30.0,600.0,PA_Junio2025.xls
