ANIO,PERIODO,PROVEEDOR,RUC,MONTO_PENALIDAD,MONTO_TOTAL_CONTRATO,ARCHIVO
2025,MES 06,AI INVERSIONES PALO ALTO II SAC,20602131549,3728.52,20825.94,PA_Junio2025.xls
2025,MES 06,OCUPATIONAL HYGIENE PERU SAC,20600480686,90.0,1800.0,PA_Junio2025.xls
2025,MES 06,EMPRESA DE MANTENIMIENTO IMPORTACION Y REPARACION Y ASOCIADOS SA,20507481036,0.78,3186.0,PA_Junio2025.xls
2025,MES 06,ALL BUSINESS SELECT SOLUTIONS SAC,20601327393,132.73,8229.17,PA_Junio2025.xls
2025,MES 06,CONSORCIO MORGAN DEL ORIENTE SAC- ARSENAL SECURITY SAC,20605762388,111400.0,0.0,PA_Junio2025.xls
2025,MES 06,TRANSPORTES FELIPE J HUANCA ALVITEZ SRL,20298258821,3100.0,10509.0,PA_Junio2025.xls
2025,MES 06,PROTEGE SERVICIOS SA,20600182197,1700.0,1871270.61,PA_Junio2025.xls
2025,MES 06,PROTEGE SERVICIOS SA,20600182197,300.0,144457.65,PA_Junio2025.xls
2025,MES 06,GTD PERU SA,20421780472,354.0,3540.0,PA_Junio2025.xls
2025,MES 06,AI INVERSIONES PALO ALTO II SAC,20602131549,1214.85,20825.94,PA_Junio2025.xls
2025,MES 07,VIETTEL PERÚ SAC,20543254798,2089.18,11688668.58,PA_Julio2025.xls
2025,MES 07,CUBA INGENIEROS SAC,20607214892,27.35,42000.0,PA_Julio2025.xls
2025,MES 07,ALL BUSINESS SELECT SOLUTIONS SAC,20601327393,1975.0,197500.0,PA_Julio2025.xls
2025,MES 07,TRANSPORTES FELIPE J HUANCA ALVITEZ SRL,20298258821,200.0,302950.0,PA_Julio2025.xls
2025,MES 07,CEDER CONSULTORIA EIRL,20557478575,3.62,6347.7,PA_Julio2025.xls
2025,MES 07,TRANSPORTES FELIPE J HUANCA ALVITEZ SRL,20298258821,2100.0,247470.0,PA_Julio2025.xls
2025,MES 08,OCUPATIONAL HYGIENE PERU SAC,20600480686,60.0,1200.0,PA_Agosto2025.xls
2025,MES 08,OCUPATIONAL HYGIENE PERU SAC,20600480686,360.0,3600.0,PA_Agosto2025.xls
2025,MES 08,OCUPATIONAL HYGIENE PERU SAC,20600480686,75.0,1500.0,PA_Agosto2025.xls
2025,MES 08,VIETTEL PERÚ SAC,20543254798,58442.98,974055.72,PA_Agosto2025.xls
2025,MES 08,PROTEGE SERVICIOS SA,20600182197,450.0,1810907.04,PA_Agosto2025.xls
2025,MES 08,VIETTEL PERU S.A.C,20543254798,292906.55,2929065.54,PA_Agosto2025.xls
2025,MES 08,AI INVERSIONES PALO ALTO II SAC,20602131549,1041.3,20825.94,PA_Agosto2025.xls
2025,MES 08,CONSORCIO MORGAN DEL ORIENTE SAC- ARSENAL SECURITY SAC,20605762388,191300.0,0.0,PA_Agosto2025.xls
2025,MES 08,CONSORCIO MORGAN DEL ORIENTE SAC- ARSENAL SECURITY SAC,20605762388,31050.0,0.0,PA_Agosto2025.xls
2025,MES 08,CONSORCIO MORGAN DEL ORIENTE SAC- ARSENAL SECURITY SAC,20605762388,3250.0,0.0,PA_Agosto2025.xls
2025,MES 08,CONSORCIO MORGAN DEL ORIENTE SAC- ARSENAL SECURITY SAC,20605762388,199800.0,0.0,PA_Agosto2025.xls
2025,MES 08,TRANSPORTES FELIPE J HUANCA ALVITEZ SRL,20298258821,100.0,0.0,PA_Agosto2025.xls
2025,MES 08,INVERSIONES MA CLAU EIRL,20510891032,565.02,40446.0,PA_Agosto2025.xls
2025,MES 09,VIETTEL PERÚ SAC,20543254798,2089.18,974055.72,PA_Setiembre2025.xls
2025,MES 09,CUBA INGENIEROS SAC,20607214892,27.35,21000.0,PA_Setiembre2025.xls
2025,MES 09,ALL BUSINESS SELECT SOLUTIONS SAC,20601327393,1975.0,8229.17,PA_Setiembre2025.xls
2025,MES 09,TRANSPORTES FELIPE J HUANCA ALVITEZ SRL,20298258821,200.0,12450.0,PA_Setiembre2025.xls
2025,MES 09,CEDER CONSULTORIA EIRL,20557478575,3.62,6347.7,PA_Setiembre2025.xls
2025,MES 09,TRANSPORTES FELIPE J HUANCA ALVITEZ SRL,20298258821,2100.0,10170.0,PA_Setiembre2025.xls
2025,MES 09,OCUPATIONAL HYGIENE PERU SAC,20600480686,60.0,1200.0,PA_Setiembre2025.xls
2025,MES 09,OCUPATIONAL HYGIENE PERU SAC,20600480686,360.0,3600.0,PA_Setiembre2025.xls
2025,MES 09,OCUPATIONAL HYGIENE PERU SAC,20600480686,75.0,1500.0,PA_Setiembre2025.xls
2025,MES 09,VIETTEL PERÚ SAC,20543254798,58442.98,974055.72,PA_Setiembre2025.xls
2025,MES 09,PROTEGE SERVICIOS SA,20600182197,450.0,1810907.04,PA_Setiembre2025.xls
2025,MES 09,VIETTEL PERU S.A.C,20543254798,292906.55,2929065.54,PA_Setiembre2025.xls
2025,MES 09,AI INVERSIONES PALO ALTO II SAC,20602131549,1041.3,0.0,PA_Setiembre2025.xls
2025,MES 09,CONSORCIO MORGAN DEL ORIENTE SAC- ARSENAL SECURITY SAC,20605762388,191300.0,1687235.11,PA_Setiembre2025.xls
2025,MES 09,CONSORCIO MORGAN DEL ORIENTE SAC- ARSENAL SECURITY SAC,20605762388,31050.0,1687235.11,PA_Setiembre2025.xls
2025,MES 09,CONSORCIO MORGAN DEL ORIENTE SAC- ARSENAL SECURITY SAC,20605762388,3250.0,612335.9,PA_Setiembre2025.xls
2025,MES 09,CONSORCIO MORGAN DEL ORIENTE SAC- ARSENAL SECURITY SAC,20605762388,199800.0,1200370.56,PA_Setiembre2025.xls
2025,MES 09,TRANSPORTES FELIPE J HUANCA ALVITEZ SRL,20298258821,100.0,12865.0,PA_Setiembre2025.xls
2025,MES 09,INVERSIONES MA CLAU EIRL,20510891032,565.02,40446.0,PA_Setiembre2025.xls
2025,MES 09,VIETTEL PERU S.A.C,20543254798,8285.58,189846.84,PA_Setiembre2025.xls
2025,MES 09,VIETTEL PERU S.A.C,20543254798,14312.97,189846.84,PA_Setiembre2025.xls
2025,MES 09,VIETTEL PERU S.A.C,20543254798,1706.14,189846.84,PA_Setiembre2025.xls
2025,MES 09,PROTEGE SERVICIOS SA,20600182197,350.0,1871270.61,PA_Setiembre2025.xls
2025,MES 09,TRANSPORTES FELIPE J HUANCA ALVITEZ SRL,20298258821,200.0,14880.0,PA_Setiembre2025.xls
2025,MES 10,CONSORCIO MORGAN DEL ORIENTE SAC- ARSENAL SECURITY SAC,20605762388,191300.0,3121433.18,PA_Octubre2025.xls
2025,MES 10,CONSORCIO MORGAN DEL ORIENTE SAC- ARSENAL SECURITY SAC,20605762388,31050.0,3121433.18,PA_Octubre2025.xls
2025,MES 10,CONSORCIO MORGAN DEL ORIENTE SAC- ARSENAL SECURITY SAC,20605762388,3250.0,3121433.18,PA_Octubre2025.xls
2025,MES 10,CONSORCIO MORGAN DEL ORIENTE SAC- ARSENAL SECURITY SAC,20605762388,199800.0,3121433.18,PA_Octubre2025.xls
2025,MES 10,OCUPATIONAL HYGIENE PERU SAC,20600480686,120.0,108000.0,PA_Octubre2025.xls
2025,MES 10,KILOWATT SERVIS S.A.C.,20534909722,1453.5,42000.0,PA_Octubre2025.xls
2025,MES 10,VIETTEL PERU S.A.C,20543254798,1379.27,9763551.79,PA_Octubre2025.xls
2025,MES 10,ERNST Y YOUNG CONSULTORES S CIVIL DE RL,20604778191,27625.0,1287000.0,PA_Octubre2025.xls
2025,MES 10,ERNST Y YOUNG CONSULTORES S CIVIL DE RL,20604778191,30062.5,1287000.0,PA_Octubre2025.xls
2025,MES 10,CIA INVERSIONES Y SOLUCIONES OPORTUNAS SAC,20516861950,37580.0,375800.0,PA_Octubre2025.xls
2025,MES 10,AI INVERSIONES PALO ALTO II SAC,20602131549,1041.3,3677240.0,PA_Octubre2025.xls
2025,MES 10,ALL BUSINESS SELECT SOLUTIONS SAC,20601327393,600.0,197500.0,PA_Octubre2025.xls
2025,MES 11,PROTEGE SERVICIOS SA,20600182197,800.0,107679422.2,PA_Noviembre2025.xls
2025,MES 11,TRANSPORTES FELIPE J HUANCA ALVITEZ EIRL,20298258821,600.0,350400.0,PA_Noviembre2025.xls
2025,MES 11,SISTEMA INTEGRADO DE SANEAMIENTO AMBIENTAL SAC,20608488597,1800.0,172328.64,PA_Noviembre2025.xls
2025,MES 11,VIETTEL PERU SAC,20543254798,2419.05,11688668.58,PA_Noviembre2025.xls
2025,MES 11,VIETTEL PERU SAC,20543254798,4673.18,11688668.58,PA_Noviembre2025.xls
2025,MES 11,VIETTEL PERU SAC,20543254798,4277.69,9763551.79,PA_Noviembre2025.xls
2025,MES 11,VIETTEL PERU SAC,20543254798,4445.37,9763551.79,PA_Noviembre2025.xls
2025,MES 11,TALENTUM INNOVA PERU SRL,20456306501,300.0,1080000.0,PA_Noviembre2025.xls
2025,MES 12,CONSORCIO MORGAN DEL ORIENTE SAC- ARSENAL SECURITY SAC,20605762388,191300.0,3121433.18,PA_Diciembre2025.xls
2025,MES 12,CONSORCIO MORGAN DEL ORIENTE SAC- ARSENAL SECURITY SAC,20605762388,31050.0,3121433.18,PA_Diciembre2025.xls
2025,MES 12,CONSORCIO MORGAN DEL ORIENTE SAC- ARSENAL SECURITY SAC,20605762388,3250.0,3121433.18,PA_Diciembre2025.xls
2025,MES 12,CONSORCIO MORGAN DEL ORIENTE SAC- ARSENAL SECURITY SAC,20605762388,199800.0,3121433.18,PA_Diciembre2025.xls
2025,MES 12,OCUPATIONAL HYGIENE PERU SAC,20600480686,120.0,108000.0,PA_Diciembre2025.xls
2025,MES 12,KILOWATT SERVIS SAC,20534909722,1453.5,42000.0,PA_Diciembre2025.xls
2025,MES 12,VIETTEL PERU SAC,20543254798,1379.27,9763551.79,PA_Diciembre2025.xls
2025,MES 12,ERNST Y YOUNG CONSULTORES S CIVIL DE RL,20604778191,27625.0,1287000.0,PA_Diciembre2025.xls
2025,MES 12,ERNST Y YOUNG CONSULTORES S CIVIL DE RL,20604778191,30062.5,1287000.0,PA_Diciembre2025.xls
2025,MES 12,CIA INVERSIONES Y SOLUCIONES OPORTUNAS SAC,20516861950,37580.0,375800.0,PA_Diciembre2025.xls
2025,MES 12,AI INVERSIONES PALO ALTO II SAC,20602131549,1041.3,3677240.0,PA_Diciembre2025.xls
2025,MES 12,ALL BUSINESS SELECT SOLUTIONS SAC,20601327393,600.0,197500.0,PA_Diciembre2025.xls
2025,MES 12,PROTEGE SERVICIOS SA,20600182197,800.0,107679422.2,PA_Diciembre2025.xls
2025,MES 12,TRANSPORTES FELIPE J HUANCA ALVITEZ EIRL,20298258821,600.0,350400.0,PA_Diciembre2025.xls
2025,MES 12,SISTEMA INTEGRADO DE SANEAMIENTO AMBIENTAL SAC,20608488597,1800.0,172328.64,PA_Diciembre2025.xls
2025,MES 12,VIETTEL PERU SAC,20543254798,2419.05,11688668.58,PA_Diciembre2025.xls
2025,MES 12,VIETTEL PERU SAC,20543254798,4673.18,11688668.58,PA_Diciembre2025.xls
2025,MES 12,VIETTEL PERU SAC,20543254798,4277.69,9763551.79,PA_Diciembre2025.xls
2025,MES 12,VIETTEL PERU SAC,20543254798,4445.37,9763551.79,PA_Diciembre2025.xls
2025,MES 12,TALENTUM INNOVA PERU SRL,20456306501,300.0,1080000.0,PA_Diciembre2025.xls
2025,MES 12,CUBA INGENIEROS SAC,20607214892,132.32,42000.0,PA_Diciembre2025.xls
2025,MES 12,E2 TEAM Y SERVICIOS SAC,20602527736,3521.0,533936.1,PA_Diciembre2025.xls
2025,MES 12,PROTEGE SERVICIOS SA,20600182197,400.0,107679422.2,PA_Diciembre2025.xls
2025,MES 12,E2 TEAM Y SERVICIOS SAC,20602527736,6412.5,285000.0,PA_Diciembre2025.xls
2025,MES 12,INNOVACION HIGIENE OCUPACIONAL SAC,20600606884,1498.0,1099000.0,PA_Diciembre2025.xls
2025,MES 12,TRANSPORTES FELIPE J HUANCA ALVITEZ EIRL,20298258821,1800.0,350400.0,PA_Diciembre2025.xls
2025,MES 12,TRANSPORTES FELIPE J HUANCA ALVITEZ SRL,20298258821,700.0,302950.0,PA_Diciembre2025.xls
2025,MES 12,DOMINIUM TECHNOLOGY EIRL,20537726254,118.38,41000.0,PA_Diciembre2025.xls
2025,MES 12,E2 TEAM Y SERVICIOS SAC,20602527736,321.0,533936.1,PA_Diciembre2025.xls
2026,MES 01,TRANSPORTES PAJUELO Y CIA SRL,20301306181,7200.0,12900.0,PA_Enero2026.xlsx
2026,MES 01,TRANSPORTES PAJUELO Y CIA SRL,20301306181,7200.0,13330.0,PA_Enero2026.xlsx
2026,MES 01,TRANSPORTES PAJUELO Y CIA SRL,20301306181,9600.0,13330.0,PA_Enero2026.xlsx
2026,MES 01,TRANSPORTES PAJUELO Y CIA SRL,20301306181,8400.0,12900.0,PA_Enero2026.xlsx
2026,MES 01,TRANSPORTES PAJUELO Y CIA SRL,20301306181,7200.0,13330.0,PA_Enero2026.xlsx
2026,MES 01,VIETTEL PERU SAC,20543254798,6338.19,189846.84,PA_Enero2026.xlsx
2026,MES 01,VIETTEL PERU SAC,20543254798,10665.68,189846.84,PA_Enero2026.xlsx
2026,MES 01,PROTEGE SERVICIOS SA,20600182197,400.0,1810907.04,PA_Enero2026.xlsx
2026,MES 01,PROTEGE SERVICIOS SA,20600182197,500.0,1871448.06,PA_Enero2026.xlsx
2026,MES 02,INFINITEK SAC,20509159051,57869.0,21172.0,PA_Febrero2026.xlsx
2026,MES 02,VIETTEL PERU SAC,20543254798,14878.75,23533043.01,PA_Febrero2026.xlsx
2026,MES 02,VIETTEL PERU SAC,20543254798,34314.5,23533043.01,PA_Febrero2026.xlsx
2026,MES 02,VIETTEL PERU SAC,20543254798,42261.11,23533043.01,PA_Febrero2026.xlsx
2026,MES 02,SISTEMA INTEGRADO DE SANEAMIENTO AMBIENTAL SAC,20608488597,3600.0,348957.12,PA_Febrero2026.xlsx
2026,MES 02,SISTEMA INTEGRADO DE SANEAMIENTO AMBIENTAL SAC,20608488597,4500.0,348957.12,PA_Febrero2026.xlsx
2026,MES 02,SUPERINTENDENCY IN PERUVIAN SERVICES SAC,20448320970,535.0,0.0,PA_Febrero2026.xlsx
2026,MES 02,SISTEMA INTEGRADO DE SANEAMIENTO AMBIENTAL SAC,20608488597,4200.0,348957.12,PA_Febrero2026.xlsx
2026,MES 02,E2 TEAM Y SERVICIOS SAC,20602527736,2375.0,285000.0,PA_Febrero2026.xlsx
2026,MES 02,TRANSPORTES PAJUELO Y CIA SRL,20301306181,180.0,0.0,PA_Febrero2026.xlsx
2026,MES 02,TRANSPORTES FELIPE J HUANCA ALVITEZ EIRL,20298258821,850.0,350400.0,PA_Febrero2026.xlsx
2026,MES 02,TRANSPORTES FELIPE J HUANCA ALVITEZ EIRL,20298258821,1250.0,350400.0,PA_Febrero2026.xlsx
2026,MES 02,NEXTNET SAC,20546904106,21.04,0.0,PA_Febrero2026.xlsx
2026,MES 03,TRANSPORTES PAJUELO Y CIA SRL,20301306181,7200.0,12900.0,PA_Marzo2026.xlsx
2026,MES 03,TRANSPORTES PAJUELO Y CIA SRL,20301306181,7200.0,13330.0,PA_Marzo2026.xlsx
2026,MES 03,TRANSPORTES PAJUELO Y CIA SRL,20301306181,9600.0,13330.0,PA_Marzo2026.xlsx
2026,MES 03,TRANSPORTES PAJUELO Y CIA SRL,20301306181,8400.0,12900.0,PA_Marzo2026.xlsx
2026,MES 03,TRANSPORTES PAJUELO Y CIA SRL,20301306181,7200.0,13330.0,PA_Marzo2026.xlsx
2026,MES 03,VIETTEL PERU SAC,20543254798,6338.19,189846.84,PA_Marzo2026.xlsx
2026,MES 03,VIETTEL PERU SAC,20543254798,10665.68,189846.84,PA_Marzo2026.xlsx
2026,MES 03,PROTEGE SERVICIOS SA,20600182197,400.0,1810907.04,PA_Marzo2026.xlsx
2026,MES 03,PROTEGE SERVICIOS SA,20600182197,500.0,1871448.06,PA_Marzo2026.xlsx
2026,MES 03,INFINITEK SAC,20509159051,57869.0,21172.0,PA_Marzo2026.xlsx
2026,MES 03,VIETTEL PERU SAC,20543254798,14878.75,23533043.01,PA_Marzo2026.xlsx
2026,MES 03,VIETTEL PERU SAC,20543254798,34314.5,23533043.01,PA_Marzo2026.xlsx
2026,MES 03,VIETTEL PERU SAC,20543254798,42261.11,23533043.01,PA_Marzo2026.xlsx
2026,MES 03,SISTEMA INTEGRADO DE SANEAMIENTO AMBIENTAL SAC,20608488597,3600.0,348957.12,PA_Marzo2026.xlsx
2026,MES 03,SISTEMA INTEGRADO DE SANEAMIENTO AMBIENTAL SAC,20608488597,4500.0,348957.12,PA_Marzo2026.xlsx
2026,MES 03,SUPERINTENDENCY IN PERUVIAN SERVICES SAC,20448320970,535.0,0.0,PA_Marzo2026.xlsx
2026,MES 03,SISTEMA INTEGRADO DE SANEAMIENTO AMBIENTAL SAC,20608488597,4200.0,348957.12,PA_Marzo2026.xlsx
2026,MES 03,E2 TEAM Y SERVICIOS SAC,20602527736,2375.0,285000.0,PA_Marzo2026.xlsx
2026,MES 03,TRANSPORTES PAJUELO Y CIA SRL,20301306181,180.0,0.0,PA_Marzo2026.xlsx
2026,MES 03,TRANSPORTES FELIPE J HUANCA ALVITEZ EIRL,20298258821,850.0,350400.0,PA_Marzo2026.xlsx
2026,MES 03,TRANSPORTES FELIPE J HUANCA ALVITEZ EIRL,20298258821,1250.0,350400.0,PA_Marzo2026.xlsx
2026,MES 03,NEXTNET SAC,20546904106,21.04,0.0,PA_Marzo2026.xlsx
2026,MES 03,TRANSPORTES PAJUELO Y CIA SRL,20301306181,7800.0,313900.0,PA_Marzo2026.xlsx
2026,MES 03,VIETTEL PERU SAC,20543254798,46916.85,23533043.01,PA_Marzo2026.xlsx
2026,MES 03,VIETTEL PERU SAC,20543254798,36144.56,23533043.01,PA_Marzo2026.xlsx
2026,MES 03,E2 TEAM Y SERVICIOS SAC,20602527736,427.5,285000.0,PA_Marzo2026.xlsx
2026,MES 03,VIETTEL PERU SAC,20543254798,10444.3,9763551.79,PA_Marzo2026.xlsx
2026,MES 03,SISTEMA INTEGRADO DE SANEAMIENTO AMBIENTAL SAC,20608488597,3800.0,348957.12,PA_Marzo2026.xlsx
2026,MES 03,PROTEGE SERVICIOS SA,20600182197,100.0,107679422.2,PA_Marzo2026.xlsx
2026,MES 03,PROTEGE SERVICIOS SA,20600182197,700.0,107679422.2,PA_Marzo2026.xlsx
2026,MES 03,VIETTEL PERU SAC,20543254798,15166.84,9763551.79,PA_Marzo2026.xlsx
2026,MES 03,VIETTEL PERU SAC,20543254798,502554.6,28558589.01,PA_Marzo2026.xlsx
2026,MES 03,SISTEMA INTEGRADO DE SANEAMIENTO AMBIENTAL SAC,20608488597,2900.0,348957.12,PA_Marzo2026.xlsx
2026,MES 03,WIN EMPRESAS SAC,20552504641,18.55,11310.6,PA_Marzo2026.xlsx
2026,MES 03,VIETTEL PERU SAC,20543254798,502554.6,28558589.01,PA_Marzo2026.xlsx
